PPG1,PPG2
-228.336,62.09
-227.796,61.99
-227.112,61.888
-226.284,61.782
-225.336,61.673
-224.244,61.56
-223.044,61.441
-221.712,61.318
-220.26,61.188
-218.7,61.052
-217.032,60.908
-215.256,60.757
-213.372,60.597
-211.404,60.428
-209.34,60.25
-207.192,60.061
-204.948,59.862
-202.632,59.651
-200.244,59.428
-197.784,59.193
-195.252,58.945
-192.66,58.684
-190.02,58.408
-187.308,58.119
-184.548,57.815
-181.752,57.496
-178.896,57.162
-176.004,56.813
-173.064,56.449
-170.088,56.068
-167.076,55.673
-164.04,55.261
-160.956,54.834
-157.848,54.391
-154.716,53.933
-151.548,53.46
-148.356,52.972
-145.128,52.469
-141.888,51.952
-138.612,51.422
-135.312,50.877
-131.988,50.32
-128.64,49.75
-125.268,49.169
-121.86,48.576
-118.44,47.973
-114.984,47.36
-111.504,46.737
-108,46.107
-104.472,45.468
-100.92,44.823
-97.344,44.172
-93.744,43.515
-90.12,42.854
-86.472,42.19
-82.8,41.523
-79.104,40.854
-75.396,40.184
-71.676,39.515
-67.932,38.846
-64.188,38.178
-60.432,37.513
-56.664,36.852
-52.908,36.194
-49.14,35.542
-45.396,34.896
-41.652,34.255
-37.92,33.623
-34.212,32.998
-30.54,32.382
-26.892,31.776
-23.28,31.179
-19.716,30.594
-16.2,30.02
-12.744,29.457
-9.36,28.908
-6.024,28.371
-2.784,27.848
0.384,27.339
3.468,26.844
6.456,26.364
9.336,25.9
12.108,25.451
14.784,25.019
17.328,24.602
19.752,24.202
22.056,23.819
24.228,23.453
26.268,23.105
28.164,22.773
29.928,22.459
31.536,22.163
33.012,21.885
34.344,21.624
35.532,21.381
36.576,21.155
37.476,20.948
38.244,20.758
38.856,20.585
39.348,20.43
39.708,20.292
39.936,20.171
40.032,20.066
40.02,19.979
39.9,19.907
39.684,19.852
39.36,19.812
38.952,19.788
38.46,19.778
37.896,19.783
37.272,19.802
36.588,19.834
35.868,19.88
35.112,19.938
34.32,20.008
33.528,20.09
32.724,20.182
31.92,20.286
31.128,20.399
30.372,20.521
29.64,20.651
28.956,20.79
28.308,20.936
27.732,21.089
27.216,21.248
26.784,21.413
26.424,21.583
26.148,21.757
25.968,21.934
25.884,22.115
25.908,22.298
26.028,22.484
26.268,22.67
26.604,22.858
27.048,23.047
27.612,23.235
28.284,23.423
29.064,23.61
29.964,23.795
30.948,23.979
32.04,24.161
33.24,24.341
34.524,24.518
35.892,24.692
37.344,24.864
38.868,25.032
40.464,25.196
42.108,25.357
43.812,25.515
45.552,25.668
47.34,25.818
49.14,25.964
50.964,26.107
52.788,26.245
54.624,26.379
56.436,26.51
58.236,26.637
60.012,26.761
61.74,26.881
63.432,26.997
65.064,27.11
66.648,27.22
68.148,27.327
69.588,27.431
70.944,27.532
72.216,27.631
73.404,27.727
74.484,27.82
75.48,27.911
76.368,28
77.16,28.087
77.844,28.172
78.432,28.255
78.9,28.336
79.272,28.416
79.536,28.493
79.704,28.569
79.764,28.644
79.728,28.716
79.608,28.788
79.38,28.857
79.068,28.925
78.684,28.992
78.204,29.056
77.652,29.119
77.028,29.18
76.344,29.239
75.588,29.296
74.784,29.351
73.92,29.404
73.008,29.454
72.048,29.502
71.04,29.548
70.008,29.59
68.94,29.63
67.836,29.666
66.696,29.7
65.544,29.73
64.356,29.757
63.156,29.78
61.92,29.799
60.672,29.814
59.412,29.825
58.128,29.832
56.82,29.834
55.5,29.832
54.156,29.825
52.8,29.813
51.42,29.797
50.016,29.775
48.6,29.748
47.16,29.716
45.696,29.679
44.208,29.636
42.696,29.588
41.16,29.535
39.612,29.476
38.04,29.411
36.444,29.341
34.824,29.265
33.192,29.184
31.548,29.098
29.892,29.006
28.224,28.908
26.544,28.805
24.876,28.697
23.196,28.584
21.528,28.466
19.884,28.343
18.24,28.215
16.632,28.082
15.06,27.944
13.524,27.803
12.024,27.657
10.584,27.507
9.204,27.353
7.896,27.195
6.66,27.034
5.496,26.87
4.428,26.702
3.468,26.532
2.592,26.359
1.836,26.183
1.2,26.005
0.684,25.825
0.288,25.643
0.024,25.46
-0.108,25.275
-0.096,25.089
0.048,24.901
0.336,24.713
0.768,24.525
1.344,24.335
2.052,24.146
2.904,23.956
3.9,23.766
5.016,23.576
6.264,23.387
7.632,23.198
9.12,23.009
10.716,22.821
12.408,22.633
14.196,22.447
16.068,22.26
18.012,22.075
20.016,21.89
22.08,21.706
24.192,21.523
26.328,21.34
28.476,21.158
30.648,20.977
32.808,20.796
34.956,20.616
37.08,20.435
39.156,20.255
41.196,20.075
43.176,19.895
45.084,19.715
46.908,19.534
48.66,19.353
50.316,19.17
51.864,18.987
53.304,18.803
54.624,18.617
55.836,18.43
56.928,18.24
57.888,18.049
58.728,17.856
59.436,17.66
60.024,17.461
60.48,17.26
60.816,17.056
61.032,16.848
61.14,16.636
61.128,16.422
61.02,16.203
60.816,15.98
60.516,15.753
60.144,15.521
59.7,15.285
59.196,15.045
58.644,14.799
58.044,14.549
57.432,14.294
56.796,14.034
56.16,13.768
55.536,13.497
54.924,13.222
54.348,12.94
53.82,12.654
53.34,12.362
52.932,12.065
52.596,11.763
52.356,11.456
52.2,11.143
52.152,10.826
52.212,10.503
52.404,10.176
52.716,9.844
53.148,9.507
53.724,9.165
54.432,8.82
55.284,8.47
56.28,8.116
57.408,7.758
58.68,7.396
60.096,7.03
61.632,6.662
63.3,6.29
65.1,5.915
67.008,5.537
69.036,5.156
71.16,4.773
73.38,4.388
75.684,4.001
78.072,3.612
80.508,3.221
83.004,2.829
85.536,2.436
88.104,2.041
90.684,1.646
93.264,1.25
95.832,0.853
98.388,0.457
100.908,0.06
103.38,-0.338
105.804,-0.734
108.156,-1.131
110.424,-1.527
112.608,-1.923
114.696,-2.318
116.676,-2.712
118.548,-3.105
120.288,-3.497
121.896,-3.887
123.384,-4.277
124.716,-4.665
125.916,-5.052
126.972,-5.438
127.872,-5.822
128.628,-6.204
129.24,-6.585
129.696,-6.964
130.02,-7.342
130.2,-7.718
130.236,-8.093
130.14,-8.466
129.924,-8.837
129.576,-9.207
129.12,-9.576
128.556,-9.942
127.896,-10.308
127.14,-10.672
126.3,-11.035
125.388,-11.397
124.416,-11.758
123.396,-12.117
122.328,-12.476
121.212,-12.833
120.084,-13.19
118.944,-13.546
117.792,-13.901
116.64,-14.256
115.5,-14.61
114.384,-14.964
113.292,-15.317
112.236,-15.67
111.216,-16.022
110.256,-16.374
109.332,-16.726
108.48,-17.078
107.676,-17.43
106.944,-17.781
106.272,-18.132
105.672,-18.483
105.144,-18.833
104.688,-19.184
104.304,-19.534
103.992,-19.883
103.74,-20.232
103.56,-20.581
103.44,-20.929
103.38,-21.277
103.38,-21.623
103.428,-21.969
103.524,-22.314
103.668,-22.657
103.848,-23
104.064,-23.341
104.304,-23.68
104.568,-24.018
104.844,-24.354
105.144,-24.689
105.444,-25.021
105.744,-25.352
106.032,-25.68
106.32,-26.005
106.596,-26.329
106.848,-26.649
107.076,-26.968
107.292,-27.283
107.472,-27.596
107.628,-27.906
107.736,-28.213
107.82,-28.517
107.868,-28.818
107.88,-29.117
107.856,-29.412
107.796,-29.705
107.7,-29.994
107.568,-30.281
107.412,-30.565
107.208,-30.847
106.992,-31.125
106.74,-31.401
106.464,-31.675
106.164,-31.946
105.852,-32.215
105.516,-32.481
105.18,-32.745
104.832,-33.008
104.472,-33.268
104.112,-33.526
103.764,-33.783
103.416,-34.037
103.068,-34.29
102.744,-34.541
102.42,-34.791
102.12,-35.039
101.832,-35.286
101.568,-35.531
101.328,-35.774
101.112,-36.016
100.92,-36.256
100.74,-36.494
100.596,-36.731
100.464,-36.966
100.368,-37.199
100.284,-37.43
100.224,-37.659
100.176,-37.885
100.152,-38.109
100.14,-38.331
100.14,-38.549
100.152,-38.765
100.164,-38.978
100.188,-39.187
100.212,-39.393
100.224,-39.596
100.236,-39.794
100.236,-39.989
100.212,-40.179
100.188,-40.366
100.128,-40.547
100.056,-40.724
99.948,-40.896
99.816,-41.063
99.648,-41.226
99.444,-41.383
99.204,-41.534
98.916,-41.681
98.592,-41.822
98.232,-41.957
97.824,-42.088
97.368,-42.213
96.864,-42.332
96.324,-42.446
95.724,-42.555
95.1,-42.659
94.416,-42.758
93.696,-42.852
92.94,-42.942
92.136,-43.027
91.296,-43.108
90.432,-43.185
89.52,-43.258
88.584,-43.328
87.624,-43.394
86.64,-43.458
85.632,-43.519
84.6,-43.578
83.568,-43.636
82.512,-43.691
81.444,-43.746
80.364,-43.801
79.296,-43.855
78.216,-43.909
77.136,-43.963
76.056,-44.019
74.976,-44.076
73.92,-44.135
72.852,-44.197
71.808,-44.26
70.764,-44.327
69.732,-44.398
68.7,-44.472
67.692,-44.55
66.684,-44.633
65.7,-44.721
64.716,-44.815
63.732,-44.914
62.772,-45.019
61.8,-45.13
60.84,-45.248
59.88,-45.373
58.932,-45.505
57.96,-45.644
57,-45.791
56.028,-45.946
55.056,-46.109
54.06,-46.281
53.052,-46.46
52.032,-46.649
51,-46.845
49.944,-47.051
48.864,-47.266
47.772,-47.489
46.644,-47.721
45.492,-47.962
44.316,-48.212
43.104,-48.471
41.868,-48.738
40.596,-49.014
39.3,-49.299
37.98,-49.592
36.624,-49.894
35.244,-50.203
33.828,-50.52
32.388,-50.845
30.924,-51.177
29.424,-51.516
27.912,-51.862
26.376,-52.215
24.828,-52.573
23.256,-52.937
21.672,-53.306
20.076,-53.68
18.468,-54.058
16.86,-54.441
15.252,-54.826
13.632,-55.215
12.024,-55.607
10.416,-56
8.82,-56.395
7.224,-56.791
5.652,-57.188
4.092,-57.584
2.556,-57.981
1.032,-58.376
-0.468,-58.77
-1.944,-59.163
-3.396,-59.553
-4.812,-59.941
-6.204,-60.326
-7.572,-60.708
-8.904,-61.086
-10.212,-61.461
-11.496,-61.832
-12.744,-62.199
-13.956,-62.562
-15.144,-62.92
-16.308,-63.275
-17.436,-63.626
-18.54,-63.973
-19.632,-64.316
-20.688,-64.656
-21.732,-64.992
-22.752,-65.326
-23.76,-65.658
-24.744,-65.988
-25.716,-66.316
-26.688,-66.644
-27.648,-66.972
-28.596,-67.3
-29.544,-67.63
-30.48,-67.962
-31.428,-68.297
-32.364,-68.636
-33.312,-68.979
-34.26,-69.328
-35.22,-69.683
-36.18,-70.045
-37.14,-70.415
-38.124,-70.793
-39.096,-71.182
-40.092,-71.58
-41.088,-71.989
-42.096,-72.41
-43.116,-72.843
-44.136,-73.288
-45.156,-73.746
-46.188,-74.217
-47.22,-74.701
-48.252,-75.198
-49.296,-75.708
-50.328,-76.23
-51.36,-76.765
-52.38,-77.312
-53.4,-77.869
-54.408,-78.437
-55.416,-79.013
-56.4,-79.597
-57.372,-80.187
-58.32,-80.782
-59.256,-81.379
-60.18,-81.977
-61.08,-82.573
-61.944,-83.165
-62.796,-83.75
-63.624,-84.327
-64.428,-84.891
-65.196,-85.439
-65.94,-85.97
-66.66,-86.478
-67.356,-86.961
-68.016,-87.416
-68.652,-87.838
-69.264,-88.223
-69.852,-88.569
-70.416,-88.871
-70.944,-89.125
-71.46,-89.327
-71.952,-89.474
-72.42,-89.562
-72.876,-89.587
-73.308,-89.545
-73.716,-89.433
-74.124,-89.248
-74.508,-88.985
-74.88,-88.642
-75.24,-88.217
-75.588,-87.706
-75.936,-87.107
-76.272,-86.417
-76.596,-85.636
-76.92,-84.76
-77.232,-83.79
-77.556,-82.723
-77.856,-81.559
-78.168,-80.298
-78.468,-78.94
-78.78,-77.485
-79.08,-75.934
-79.368,-74.289
-79.668,-72.55
-79.956,-70.719
-80.244,-68.799
-80.532,-66.793
-80.82,-64.703
-81.096,-62.532
-81.372,-60.285
-81.648,-57.965
-81.912,-55.577
-82.164,-53.125
-82.416,-50.614
-82.668,-48.049
-82.908,-45.435
-83.136,-42.778
-83.364,-40.084
-83.592,-37.358
-83.808,-34.606
-84.024,-31.834
-84.228,-29.049
-84.444,-26.256
-84.648,-23.462
-84.852,-20.673
-85.056,-17.894
-85.272,-15.131
-85.488,-12.391
-85.716,-9.679
-85.956,-7
-86.208,-4.36
-86.484,-1.763
-86.772,0.785
-87.084,3.28
-87.432,5.718
-87.804,8.095
-88.212,10.407
-88.656,12.651
-89.136,14.825
-89.664,16.925
-90.24,18.949
-90.876,20.896
-91.56,22.765
-92.304,24.553
-93.12,26.26
-93.984,27.886
-94.932,29.432
-95.94,30.896
-97.02,32.28
-98.172,33.584
-99.408,34.811
-100.716,35.961
-102.096,37.037
-103.56,38.04
-105.096,38.972
-106.716,39.837
-108.408,40.636
-110.172,41.373
-112.008,42.051
-113.928,42.672
-115.896,43.241
-117.948,43.759
-120.048,44.231
-122.22,44.661
-124.44,45.05
-126.708,45.403
-129.024,45.723
-131.388,46.014
-133.776,46.278
-136.212,46.518
-138.66,46.738
-141.132,46.941
-143.628,47.13
-146.136,47.306
-148.644,47.473
-151.152,47.633
-153.66,47.788
-156.156,47.94
-158.628,48.091
-161.1,48.243
-163.536,48.397
-165.948,48.554
-168.324,48.716
-170.664,48.883
-172.98,49.056
-175.236,49.237
-177.456,49.424
-179.628,49.62
-181.752,49.823
-183.828,50.033
-185.844,50.251
-187.812,50.476
-189.72,50.708
-191.568,50.946
-193.368,51.19
-195.108,51.439
-196.788,51.691
-198.42,51.948
-199.992,52.206
-201.516,52.466
-202.98,52.726
-204.384,52.986
-205.752,53.244
-207.048,53.5
-208.308,53.752
-209.52,54
-210.672,54.242
-211.788,54.477
-212.844,54.705
-213.864,54.925
-214.836,55.136
-215.76,55.337
-216.636,55.527
-217.476,55.707
-218.268,55.875
-219.012,56.03
-219.708,56.174
-220.368,56.304
-220.968,56.421
-221.532,56.526
-222.036,56.617
-222.504,56.694
-222.912,56.759
-223.26,56.81
-223.56,56.849
-223.8,56.875
-223.98,56.889
-224.088,56.89
-224.148,56.881
-224.124,56.86
-224.04,56.829
-223.884,56.789
-223.656,56.739
-223.344,56.681
-222.948,56.615
-222.48,56.542
-221.916,56.462
-221.28,56.377
-220.548,56.287
-219.72,56.192
-218.808,56.094
-217.788,55.994
-216.684,55.891
-215.484,55.787
-214.176,55.682
-212.784,55.577
-211.284,55.472
-209.688,55.369
-207.996,55.267
-206.196,55.167
-204.312,55.069
-202.332,54.974
-200.244,54.883
-198.072,54.795
-195.816,54.71
-193.464,54.63
-191.028,54.553
-188.508,54.48
-185.904,54.412
-183.228,54.347
-180.48,54.286
-177.66,54.229
-174.768,54.175
-171.816,54.124
-168.816,54.076
-165.756,54.031
-162.648,53.988
-159.492,53.946
-156.3,53.905
-153.072,53.865
-149.808,53.824
-146.52,53.783
-143.208,53.741
-139.884,53.696
-136.536,53.648
-133.188,53.597
-129.828,53.541
-126.48,53.481
-123.12,53.414
-119.772,53.341
-116.436,53.26
-113.112,53.171
-109.8,53.073
-106.512,52.965
-103.248,52.847
-100.008,52.717
-96.792,52.576
-93.6,52.422
-90.456,52.255
-87.324,52.074
-84.24,51.879
-81.18,51.669
-78.168,51.444
-75.192,51.204
-72.24,50.947
-69.336,50.674
-66.468,50.384
-63.636,50.078
-60.84,49.755
-58.08,49.414
-55.356,49.057
-52.656,48.683
-50.004,48.292
-47.376,47.885
-44.772,47.46
-42.216,47.02
-39.672,46.564
-37.152,46.092
-34.668,45.606
-32.208,45.105
-29.76,44.589
-27.336,44.06
-24.924,43.519
-22.536,42.965
-20.148,42.399
-17.796,41.823
-15.444,41.237
-13.104,40.641
-10.776,40.037
-8.448,39.425
-6.144,38.806
-3.84,38.182
-1.548,37.552
0.744,36.918
3.024,36.281
5.292,35.641
7.548,34.999
9.792,34.357
12.024,33.714
14.244,33.073
16.452,32.433
18.636,31.797
20.808,31.163
22.956,30.534
25.068,29.909
27.168,29.291
29.232,28.679
31.272,28.074
33.264,27.477
35.22,26.888
37.14,26.309
39,25.739
40.824,25.179
42.6,24.631
44.316,24.094
45.96,23.568
47.556,23.055
49.092,22.554
50.556,22.067
51.948,21.593
53.268,21.133
54.516,20.687
55.692,20.255
56.784,19.837
57.792,19.434
58.728,19.046
59.592,18.674
60.36,18.316
61.056,17.973
61.68,17.646
62.208,17.334
62.676,17.037
63.06,16.755
63.372,16.488
63.612,16.236
63.78,15.999
63.888,15.777
63.936,15.569
63.924,15.376
63.852,15.196
63.732,15.031
63.576,14.879
63.372,14.74
63.144,14.615
62.88,14.502
62.592,14.401
62.292,14.312
61.968,14.235
61.644,14.169
61.32,14.114
60.996,14.069
60.684,14.034
60.384,14.009
60.096,13.993
59.844,13.986
59.616,13.986
59.424,13.995
59.268,14.011
59.148,14.035
59.076,14.064
59.052,14.1
59.076,14.142
59.148,14.189
59.268,14.241
59.448,14.298
59.676,14.359
59.964,14.424
60.288,14.492
60.672,14.563
61.104,14.638
61.584,14.714
62.112,14.793
62.676,14.875
63.264,14.957
63.9,15.042
64.548,15.127
65.232,15.214
65.916,15.301
66.612,15.389
67.32,15.478
68.016,15.567
68.712,15.656
69.372,15.746
70.02,15.835
70.632,15.924
71.208,16.014
71.736,16.103
72.216,16.191
72.624,16.28
72.972,16.368
73.236,16.456
73.428,16.543
73.524,16.631
73.536,16.717
73.44,16.804
73.248,16.89
72.948,16.975
72.54,17.061
72.012,17.146
71.364,17.23
70.608,17.315
69.72,17.399
68.724,17.483
67.596,17.566
66.36,17.65
65.004,17.733
63.528,17.816
61.944,17.898
60.252,17.981
58.452,18.063
56.556,18.144
54.564,18.226
52.488,18.307
50.328,18.388
48.108,18.468
45.816,18.548
43.464,18.628
41.076,18.706
38.64,18.785
36.192,18.863
33.72,18.94
31.236,19.016
28.752,19.092
26.292,19.167
23.856,19.241
21.444,19.314
19.08,19.386
16.776,19.457
14.532,19.527
12.372,19.596
10.284,19.664
8.292,19.73
6.396,19.796
4.608,19.86
2.94,19.922
1.392,19.984
-0.024,20.044
-1.32,20.103
-2.46,20.16
-3.468,20.216
-4.332,20.27
-5.04,20.323
-5.604,20.374
-6.012,20.424
-6.276,20.472
-6.384,20.518
-6.348,20.563
-6.156,20.606
-5.832,20.648
-5.364,20.688
-4.752,20.726
-4.02,20.762
-3.156,20.796
-2.184,20.828
-1.092,20.858
0.108,20.886
1.404,20.912
2.784,20.936
4.26,20.957
5.796,20.975
7.392,20.991
9.048,21.004
10.752,21.014
12.492,21.021
14.256,21.025
16.032,21.026
17.832,21.023
19.62,21.017
21.396,21.007
23.16,20.992
24.9,20.974
26.616,20.951
28.284,20.924
29.904,20.893
31.476,20.856
32.976,20.815
34.428,20.768
35.808,20.717
37.116,20.66
38.352,20.598
39.516,20.53
40.596,20.457
41.592,20.378
42.504,20.294
43.344,20.204
44.1,20.108
44.784,20.006
45.384,19.899
45.912,19.786
46.368,19.667
46.752,19.542
47.076,19.412
47.34,19.277
47.556,19.136
47.712,18.991
47.832,18.84
47.916,18.684
47.964,18.523
47.988,18.358
47.988,18.189
47.976,18.016
47.964,17.838
47.952,17.657
47.94,17.472
47.94,17.284
47.964,17.093
48.012,16.9
48.096,16.703
48.204,16.504
48.372,16.303
48.576,16.1
48.828,15.895
49.14,15.688
49.512,15.48
49.944,15.271
50.448,15.06
51.024,14.848
51.66,14.636
52.38,14.422
53.172,14.208
54.036,13.993
54.984,13.777
56.004,13.561
57.096,13.344
58.272,13.127
59.508,12.909
60.828,12.69
62.22,12.471
63.684,12.251
65.208,12.03
66.804,11.808
68.46,11.585
70.176,11.361
71.94,11.136
73.764,10.909
75.636,10.681
77.544,10.452
79.5,10.22
81.492,9.987
83.52,9.752
85.584,9.515
87.66,9.276
89.772,9.034
91.896,8.79
94.032,8.544
96.18,8.295
98.328,8.043
100.488,7.789
102.648,7.532
104.796,7.273
106.944,7.011
109.08,6.746
111.204,6.478
113.316,6.208
115.404,5.936
117.468,5.661
119.496,5.383
121.512,5.104
123.492,4.822
125.436,4.538
127.356,4.253
129.228,3.966
131.064,3.678
132.852,3.388
134.604,3.097
136.308,2.806
137.964,2.514
139.56,2.221
141.108,1.929
142.608,1.636
144.048,1.344
145.428,1.053
146.748,0.762
148.008,0.472
149.196,0.183
150.324,-0.105
151.392,-0.39
152.376,-0.674
153.3,-0.957
154.14,-1.237
154.92,-1.515
155.616,-1.79
156.228,-2.063
156.78,-2.334
157.236,-2.602
157.62,-2.867
157.908,-3.13
158.124,-3.389
158.256,-3.646
158.304,-3.9
158.268,-4.152
158.148,-4.4
157.944,-4.646
157.644,-4.889
157.272,-5.13
156.816,-5.368
156.264,-5.603
155.64,-5.836
154.932,-6.067
154.14,-6.296
153.276,-6.522
152.34,-6.747
151.32,-6.969
150.228,-7.19
149.076,-7.409
147.852,-7.627
146.568,-7.843
145.212,-8.057
143.808,-8.27
142.344,-8.482
140.844,-8.693
139.284,-8.903
137.688,-9.111
136.056,-9.319
134.388,-9.525
132.684,-9.731
130.968,-9.935
129.216,-10.139
127.464,-10.342
125.7,-10.544
123.924,-10.744
122.148,-10.944
120.384,-11.144
118.62,-11.342
116.88,-11.539
115.152,-11.735
113.436,-11.93
111.768,-12.124
110.112,-12.317
108.504,-12.509
106.944,-12.7
105.42,-12.889
103.944,-13.078
102.528,-13.265
101.16,-13.451
99.852,-13.636
98.616,-13.82
97.44,-14.003
96.336,-14.184
95.304,-14.365
94.344,-14.544
93.456,-14.722
92.652,-14.9
91.932,-15.076
91.284,-15.251
90.72,-15.426
90.24,-15.599
89.844,-15.772
89.52,-15.944
89.292,-16.115
89.136,-16.286
89.076,-16.455
89.088,-16.624
89.172,-16.793
89.34,-16.961
89.58,-17.128
89.904,-17.295
90.288,-17.461
90.744,-17.626
91.26,-17.791
91.836,-17.955
92.472,-18.118
93.168,-18.281
93.912,-18.442
94.704,-18.603
95.532,-18.763
96.408,-18.922
97.308,-19.079
98.244,-19.236
99.204,-19.391
100.176,-19.544
101.172,-19.696
102.18,-19.846
103.188,-19.994
104.196,-20.141
105.204,-20.285
106.2,-20.427
107.184,-20.567
108.156,-20.704
109.104,-20.839
110.016,-20.971
110.904,-21.101
111.768,-21.227
112.584,-21.351
113.364,-21.472
114.096,-21.59
114.78,-21.704
115.416,-21.816
116.004,-21.925
116.544,-22.03
117.012,-22.133
117.432,-22.232
117.792,-22.329
118.104,-22.423
118.344,-22.513
118.524,-22.602
118.656,-22.687
118.716,-22.77
118.728,-22.851
118.668,-22.93
118.572,-23.007
118.404,-23.082
118.2,-23.155
117.936,-23.228
117.624,-23.299
117.276,-23.369
116.88,-23.438
116.436,-23.507
115.968,-23.576
115.464,-23.645
114.936,-23.714
114.372,-23.784
113.784,-23.854
113.184,-23.926
112.56,-23.999
111.924,-24.073
111.276,-24.149
110.628,-24.228
109.968,-24.308
109.308,-24.391
108.636,-24.477
107.976,-24.566
107.316,-24.658
106.656,-24.752
106.008,-24.851
105.36,-24.953
104.724,-25.058
104.088,-25.168
103.464,-25.281
102.84,-25.398
102.228,-25.519
101.604,-25.645
100.992,-25.775
100.392,-25.909
99.768,-26.047
99.156,-26.189
98.532,-26.336
97.896,-26.487
97.248,-26.642
96.576,-26.802
95.892,-26.965
95.184,-27.133
94.452,-27.304
93.684,-27.48
92.88,-27.659
92.04,-27.841
91.152,-28.028
90.228,-28.217
89.256,-28.41
88.224,-28.606
87.144,-28.805
86.004,-29.006
84.804,-29.211
83.544,-29.417
82.224,-29.626
80.832,-29.836
79.38,-30.048
77.856,-30.262
76.26,-30.477
74.592,-30.693
72.864,-30.91
71.076,-31.128
69.216,-31.346
67.284,-31.564
65.304,-31.782
63.252,-32
61.152,-32.217
58.992,-32.434
56.772,-32.65
54.516,-32.865
52.212,-33.079
49.872,-33.291
47.496,-33.501
45.096,-33.71
42.66,-33.917
40.212,-34.123
37.752,-34.326
35.268,-34.526
32.796,-34.725
30.312,-34.921
27.84,-35.115
25.38,-35.307
22.932,-35.496
20.508,-35.683
18.108,-35.867
15.744,-36.05
13.416,-36.23
11.124,-36.407
8.88,-36.583
6.672,-36.757
4.524,-36.929
2.424,-37.099
0.384,-37.268
-1.596,-37.435
-3.516,-37.601
-5.376,-37.766
-7.164,-37.93
-8.892,-38.093
-10.56,-38.256
-12.168,-38.419
-13.704,-38.581
-15.168,-38.744
-16.584,-38.908
-17.928,-39.072
-19.212,-39.237
-20.448,-39.403
-21.612,-39.57
-22.74,-39.739
-23.808,-39.91
-24.828,-40.083
-25.8,-40.259
-26.736,-40.436
-27.636,-40.617
-28.5,-40.801
-29.34,-40.988
-30.144,-41.179
-30.924,-41.373
-31.692,-41.571
-32.436,-41.774
-33.168,-41.981
-33.9,-42.192
-34.62,-42.409
-35.34,-42.631
-36.06,-42.858
-36.78,-43.09
-37.512,-43.329
-38.244,-43.573
-38.988,-43.823
-39.756,-44.08
-40.524,-44.343
-41.316,-44.613
-42.132,-44.89
-42.948,-45.174
-43.8,-45.464
-44.652,-45.762
-45.54,-46.067
-46.44,-46.38
-47.352,-46.699
-48.288,-47.026
-49.236,-47.36
-50.196,-47.702
-51.18,-48.05
-52.176,-48.405
-53.172,-48.766
-54.18,-49.134
-55.2,-49.508
-56.22,-49.887
-57.24,-50.271
-58.26,-50.66
-59.28,-51.053
-60.3,-51.448
-61.308,-51.847
-62.316,-52.247
-63.3,-52.648
-64.284,-53.049
-65.244,-53.449
-66.192,-53.847
-67.116,-54.241
-68.016,-54.63
-68.892,-55.013
-69.756,-55.389
-70.584,-55.756
-71.388,-56.113
-72.168,-56.458
-72.912,-56.789
-73.632,-57.105
-74.316,-57.404
-74.976,-57.684
-75.6,-57.944
-76.188,-58.182
-76.752,-58.395
-77.28,-58.583
-77.772,-58.743
-78.24,-58.874
-78.672,-58.973
-79.08,-59.04
-79.464,-59.073
-79.8,-59.069
-80.124,-59.028
-80.412,-58.948
-80.688,-58.827
-80.928,-58.665
-81.144,-58.46
-81.348,-58.212
-81.528,-57.919
-81.684,-57.58
-81.828,-57.195
-81.96,-56.764
-82.068,-56.286
-82.176,-55.761
-82.272,-55.189
-82.356,-54.57
-82.44,-53.904
-82.524,-53.193
-82.608,-52.436
-82.692,-51.635
-82.776,-50.79
-82.872,-49.902
-82.98,-48.974
-83.1,-48.005
-83.232,-46.999
-83.388,-45.957
-83.568,-44.88
-83.772,-43.77
-84,-42.631
-84.264,-41.463
-84.564,-40.269
-84.9,-39.052
-85.284,-37.814
-85.716,-36.558
-86.184,-35.285
-86.712,-34
-87.3,-32.703
-87.948,-31.398
-88.656,-30.087
-89.436,-28.774
-90.288,-27.459
-91.212,-26.147
-92.208,-24.838
-93.288,-23.536
-94.452,-22.243
-95.712,-20.96
-97.044,-19.691
-98.472,-18.436
-100.008,-17.198
-101.628,-15.978
-103.344,-14.778
-105.156,-13.599
-107.076,-12.442
-109.104,-11.309
-111.228,-10.201
-113.448,-9.118
-115.776,-8.061
-118.212,-7.03
-120.744,-6.027
-123.372,-5.051
-126.108,-4.102
-128.94,-3.181
-131.868,-2.288
-134.892,-1.421
-138.012,-0.581
-141.204,0.232
-144.492,1.02
-147.864,1.783
-151.308,2.521
-154.824,3.235
-158.412,3.927
-162.06,4.597
-165.768,5.246
-169.524,5.875
-173.328,6.485
-177.168,7.078
-181.044,7.653
-184.944,8.213
-188.868,8.759
-192.816,9.291
-196.752,9.81
-200.7,10.318
-204.636,10.816
-208.56,11.304
-212.46,11.784
-216.324,12.256
-220.164,12.722
-223.956,13.181
-227.688,13.636
-231.372,14.086
-234.984,14.532
-238.536,14.975
-242.004,15.416
-245.388,15.854
-248.676,16.29
-251.868,16.725
-254.964,17.158
-257.94,17.591
-260.808,18.023
-263.568,18.454
-266.196,18.884
-268.692,19.314
-271.068,19.743
-273.3,20.171
-275.4,20.598
-277.356,21.024
-279.168,21.448
-280.848,21.871
-282.36,22.291
-283.74,22.71
-284.964,23.125
-286.032,23.537
-286.956,23.946
-287.724,24.351
-288.348,24.751
-288.816,25.147
-289.14,25.537
-289.32,25.922
